Site ID?,Camera or song meter ID?,Checked by?,Assistants?,What are you doing?,Have you taken a waypoint on your GPS?,Song meter set up correctly? ,Camera date and time correct? ,Photos / videos taken by camera?,Battery Status?,SD card swapped? ,New SD card ID?,ID of SD card in camera?,SD card taken? ,Habitat type?,Notes / Comments,Photo of SD card ID,Photo of camera or song meter ID,Photo of camera or song meter set-up,Date,Time,Location,Entry_ID,Photo of SD card ID.http,Photo of camera or song meter ID.http,Photo of camera or song meter set-up.http,__id
Site_B52_2,C087,STS/MML/HLW/ASN,Dogbah Peter and Forkpah Kelime ,Camera set-up,Yes,,Yes,,,,C087a,,,"Primary forest, High primary with understory ",The camera was set up about 160m away from Chimps nest ,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-16 13.44.48.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-16 13.45.43.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-16 13.48.33.jpg,11/16/2025,1:40:30 PM,"7.0167067,-10.2108367",11,https://drive.google.com/uc?id=1v8m_gQB6VKlUJ-YEbWuW1LQUocg1n5qP,https://drive.google.com/uc?id=1K05wsqk4mwpmCvkRCXOW_e8-xpwOZmHC,https://drive.google.com/uc?id=1Q8HvlKa-XbiQ20pbLuIu04UO-599FaHe,TE9PdEgmayFTUVFnW3ZGYyoqT3U
Site B52,S27,STS/MML/HLW/ASN,Dogbah Peter & Forkpah Kelime ,Song meter set-up,Yes,Yes,,,,,S27a,,,"Primary forest, Swamp, High primary with understory , High primary wet",The Song meter was set up about 3m away from the chimp food print ,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-16 14.19.47.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-16 14.20.02.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-16 14.21.25.jpg,11/16/2025,2:17:30 PM,"7.0184117,-10.2103367",12,https://drive.google.com/uc?id=1jpz7vAg5YXgWaQmezpGrw0ck9EzOe6g_,https://drive.google.com/uc?id=1S9gjsknEkTHLqexTQ4rVvrohEf2X7lFP,https://drive.google.com/uc?id=14dBE17ReioYl3pQ1upo_PesV0hzPijR2,UVFoU1R6ZCEydEFSbEBdLSZMZiM
Site B52_3,C048,STS/MML/HLW/ASN,Dogbah Peter & Forkpah Kelime ,Camera set-up,Yes,,Yes,,,,C048a,,,"Primary forest, High primary with understory ","The camera was set up about 64m away from the main point, near a fruiting Parinari Excelsa tree with fresh nests",file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-16 15.17.24.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-16 15.17.45.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-16 15.21.14.jpg,11/16/2025,3:13:30 PM,"7.0196367,-10.20828",13,https://drive.google.com/uc?id=1a-5UZzCZCrdn_DfMfgWZ0-S4CyE1Kw3j,https://drive.google.com/uc?id=13StlH1vxRHW9IHhYTe70WvJacswjM4FD,https://drive.google.com/uc?id=1jpsPZTDS857VI7NmeFvYjjpOJRtpp51G,SGhjOlhCOT5dcjVGRipack9YKUk
Site B45,C053,STS/MML/HLW/ASN,Dogbah Peter and Samuel Fahn,Camera set-up,Yes,,Yes,,,,C053a,,,"Primary forest, High primary with understory ",The camera was set up about 3m away from a bush cherry tree.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-17 11.35.57.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-17 11.36.30.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-17 11.38.33.jpg,11/17/2025,11:33:30 AM,"7.0333958,-10.1976438",14,https://drive.google.com/uc?id=1mD_MPhnabKMJqc619aIyN_iJVgEnpttG,https://drive.google.com/uc?id=1G1gKClqbKPA1myk1K20W91N1NvvfQjt_,https://drive.google.com/uc?id=1Olttk0T6iWvQ7qpK5cpbIQ0C20aPz106,V0pXMjY3a0xtZFJ2VDtFVFhicHg
Site B53_1,C060,STS/MML/HLW/ASN,Dogbah Peter & Samuel Fahn ,Camera set-up,Yes,,Yes,,,,C060a,,,"Primary forest, Hillside, High primary with understory ",The camera was set up on a slope about 700m away from the main point and 10m away from a Dahoma tree,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-17 13.25.49.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-17 13.26.19.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-17 13.26.32.jpg,11/17/2025,1:23:30 PM,"7.0249051,-10.19708",15,https://drive.google.com/uc?id=1R-VBKTJP223emBmh3RzAT5gm9YcdPoT3,https://drive.google.com/uc?id=1NWAMyF1M9Ozbo-QfARqdciUbxx2r8xTt,https://drive.google.com/uc?id=1lZ9PTbU7mPA0JwsLJD5di_Lzcn2eklz8,PjA2Y0MpVyF4THNZPFZrPl1sUlU
Site B53_2,C059,STS/MML/HLW/ASN,Dogbah Peter & Samuel Fahn ,Camera set-up,Yes,,Yes,,,,C059a,,,"Primary forest, High primary with understory ",The camera was set up on a hill top near a Dahoma tree.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-17 14.57.53.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-17 14.58.20.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-17 15.00.19.jpg,11/17/2025,2:56:30 PM,"7.0180683,-10.1979882",16,https://drive.google.com/uc?id=11yI4QpD708VsOyuofHub9jyuOZKUIEhF,https://drive.google.com/uc?id=1N3ZQv3-GVJbwsxaBVLvOsQJn6_LEIMXx,https://drive.google.com/uc?id=1XfXg0zYLN6cwnd6yuuT9qUoI68z3veP5,JmZhTjJlKWwzME1nb2FMNkBTYWk
Site B47,C054,STS/MML/HLW/ASN,Dogbah Peter ,Camera set-up,Yes,,Yes,,,,C054a,,,"Primary forest, Hillside, Low primary dry with understory",The camera was set up in a low primary forest with an open canopy about 450m away from the main point. ,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 10.15.51.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 10.16.49.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 10.18.45.jpg,11/18/2025,10:12:30 AM,"7.0290166,-10.2379399",17,https://drive.google.com/uc?id=15KqlzZW5Lwx5kDxRmdnBke7YpUTGmgHz,https://drive.google.com/uc?id=1GJYsadi8UIhvzrcP0WOH9bS20Ab_JQaA,https://drive.google.com/uc?id=1IBEenBHOv6xWhXtFoml0mg2bqB96wONg,VVNzSDJvZHU3N3NNW1E3R1hOKlk
Site B50_3,C061,STS/MML,Dogbah Peter ,Camera set-up,Yes,,Yes,,,,C061a,,,"Primary forest, Low primary dry with understory",The camera was set up about 600m away from the main point and about 3m away from a red river hog Foot print ,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 11.08.36.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 11.08.56.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 11.09.14.jpg,11/18/2025,11:05:30 AM,"7.02385,-10.2373167",18,https://drive.google.com/uc?id=1xIT7-70hu0vXW2Ftwmf04QdOaK7HwC7u,https://drive.google.com/uc?id=1ZtcZKBEOzbD3KefkeTnMo4Dy0WiGgaYY,https://drive.google.com/uc?id=1Y2u_cW20RiRRnY4KJK1uDLQ4w9Nmh2Vq,UypORjlxQnFhIzJLak1XVlh5SmM
Site B50_4,C084,STS/MML/HLW/ASN,Dogbah Peter ,Camera set-up,Yes,,Yes,,,,C084a,,,"Primary forest, Hillside, High primary with understory ",The camera was set up on a slope about 78m away from the main point.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 12.15.02.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 12.15.15.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 12.17.05.jpg,11/18/2025,12:13:30 PM,"7.0194467,-10.2354068",19,https://drive.google.com/uc?id=1NXHyHWjNOWoTwI5PQgR0M-fduYwQF5KH,https://drive.google.com/uc?id=1K-_nlfyE8bT7qhvD-zBILfGzRkKvNiuZ,https://drive.google.com/uc?id=1is2kIFZ8x203OnPU6h7L8_rty3DuLFMH,THdEVGk0a1dJPktiI3djVmxvZEc
Site B49_4,C085,STS/MML/HLW/ASN,Dogbah Peter ,Camera set-up,Yes,,Yes,,,,C049a,,,"Primary forest, High primary with understory ",The camera was set up near a fruiting tree in a primary forest dominated by Red river hog foot print,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 14.21.16.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 14.21.28.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 14.21.57.jpg,11/18/2025,2:18:30 PM,"7.019525,-10.2484483",20,https://drive.google.com/uc?id=1HyNGGYJeN4QO4n6CyC3b5QPRoaznlS-x,https://drive.google.com/uc?id=1fCqfcI8BelUjbvCfF4ZL_k08MvcwgYNF,https://drive.google.com/uc?id=1TXCKdlIanZV7qoZGvoHIR3X2bJ8pxolt,LWtaMDc-QjxrU2QtQzFPKVprMW0
Site B46,C050,STS/MML,Dogbah Peter ,Camera set-up,Yes,,Yes,,,,C050a,,,"Primary forest, High primary with understory , High primary wet",The camera was set up about 160m away from the main point and about 15m away from a swamp.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 18.03.08.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 18.03.44.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-18 18.03.56.jpg,11/18/2025,6:00:30 PM,"7.0312521,-10.2494072",21,https://drive.google.com/uc?id=1ln7KN1b3ohJlcvD4sXyvzzjx1myYU7sG,https://drive.google.com/uc?id=1ssnLrQTH1Jv9zun3CUdrPn_tWklxeEd3,https://drive.google.com/uc?id=1EgIuooPVmsIe6xz_C6SwKCVN-P8tJvyW,ITNFISluVWJQZE84OXJLUVhFejo
Site B14,C082,STS/MML,Sumo Gardie ,Camera set-up,Yes,,Yes,,,,C082a,,,"Primary forest, Hillside, High primary no understory","The camera was set up on a slope, about 429m away from the main point, and approximately10m away from a swamp near a UPACA Guineases tree. ",file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 10.53.32.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 10.53.53.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 10.56.38.jpg,11/21/2025,10:51:30 AM,"7.1168733,-10.2878233",22,https://drive.google.com/uc?id=1SIhw56RU-y5XrzdclzfSzplNz09Gr7o7,https://drive.google.com/uc?id=1psGaZNbqHaudU3VeiqTTFGMJyr7CDsur,https://drive.google.com/uc?id=1QgsDk-v1RWA7Kr95EGol3c5YY4SmkmmV,VClPcWlFcm5OKkpYdlRtLXVxKGo
Site B08_1,C056,STS/MML,Sumo Gaidia,Camera set-up,Yes,,Yes,,,,C056a,,,"Primary forest, High primary with understory ",The camera was set up on a hill top in a primary forest about 140m away from the main point. ,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 12.24.57.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 12.27.20.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 12.27.47.jpg,11/21/2025,12:24:30 PM,"7.12658,-10.289435",23,https://drive.google.com/uc?id=1JiaJa36jX4MA5aE0nyevP2wod_hMpPrp,https://drive.google.com/uc?id=1f1gymavIcKLzjX016ux3hFj9k9RiX7sR,https://drive.google.com/uc?id=1AQDZyV_NwyInbFogmiCrequscW_bOkL8,PFtKUnBxbmZxMDJbNz4lcypWJjg
Site B08_2,C079,STS/MML,Sumo Gardia ,Camera set-up,Yes,,Yes,,,,C079a,,,"Primary forest, High primary with understory ","The camera was set up in a high primary forest about 385m away from Camera_1, near a fruiting tree. ",file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 13.35.32.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 13.36.09.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 13.40.12.jpg,11/21/2025,1:34:30 PM,"7.1264973,-10.2856844",24,https://drive.google.com/uc?id=1O-3kYNjm33x--_E0qghqufMcE__6M7_8,https://drive.google.com/uc?id=1aCEUseG3CiNUzH-098BzLWN180AGpvUq,https://drive.google.com/uc?id=15qjiH09FzB6ZEHnLEmT5dvTl_7zHw_-T,Ki1bKiUqQERSPG5jOEN3cFRVeng
Site B09,C047,STS/MML,Sumo Gaidia ,Camera set-up,Yes,,Yes,,,,C047a,,,"Primary forest, High primary with understory ",The camera was set up in a high primary forest about 300m away from the main point ,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 14.53.17.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 14.54.12.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 14.56.27.jpg,11/21/2025,2:52:30 PM,"7.1262633,-10.27946",25,https://drive.google.com/uc?id=1GXTKvPLKTI0NnbSXGMKCFyxwiqxS4BqA,https://drive.google.com/uc?id=1qsxdVEHILgDDT2zO-twXJ1uoUMlGq_RK,https://drive.google.com/uc?id=1ZsBdWF16j2OgB8ams9quZCrh3d0pij7-,Til1V295RzQ3LXc7QWJXMFE3OVA
Site B09,S38,STS/MML,Sumo Gardia ,Song meter set-up,Yes,Yes,,,,,S38a,,,"Primary forest, High primary no understory","The song meter was set up in a high primary forest right above camera C047, on the same tree.",file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 15.03.17.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 15.03.39.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-21 15.07.34.jpg,11/21/2025,3:02:30 PM,"7.1264017,-10.2792",26,https://drive.google.com/uc?id=1IqajQFRt9YC4xoqqqZmIUyFGVho1dixb,https://drive.google.com/uc?id=10NvKCXXwCgn6B-QcZKkj1mEYBYBY73E4,https://drive.google.com/uc?id=1I-eIg_XCr6awxTiepZLt5otCDJOeCSoV,ITtOPktITzZSPCFQT3hAOlhKenE
Site B16,C083,STS/MML/HLW/ASN,Sumo Gaidia ,Camera set-up,Yes,,Yes,,,,C083a,,,"Primary forest, High primary with understory ","The camera was set up about 417m away from the main point, near a fruiting Parinari Excelsa tree ",file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-22 13.35.06.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-22 13.35.46.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-22 13.36.10.jpg,11/22/2025,1:33:30 PM,"7.1140083,-10.2658017",27,https://drive.google.com/uc?id=13kWIqEY9OyjUV8nVo5Tubp0ir1wc-BKg,https://drive.google.com/uc?id=1auP9DLjaHal0beKdUWy0s73dZ34jE6TW,https://drive.google.com/uc?id=1aakLL12zTi5LWm4bI3comZs4FgAAG9SC,TnF4ZCFpYk85OEpLNF1pOSZqM1Y
Site B16,S28,STS/MML/HLW/ASN,Sumo Gardia ,Song meter set-up,Yes,Yes,,,,,S28a,,,"Primary forest, High primary with understory ","The song meter was set up on a hill top about 280m away from camera C083, near a Dahoma tree ",file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-22 14.13.12.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-22 14.13.44.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-22 14.16.38.jpg,11/22/2025,2:10:30 PM,"7.1160284,-10.2661364",28,https://drive.google.com/uc?id=1a3wRk2KVcYJBRqsmHjMcvENRWUwE0uZF,https://drive.google.com/uc?id=1FvB78EogJeSbmRbhlMXgLRh94gbh_Gb_,https://drive.google.com/uc?id=1EYFExtEc2H21L4sHgWEJGUvg76YQLVfi,WkBNYTFCUj5saz5EKigtM2M0aGk
Site B10,C134,STS/MML/HLW/ASN,Sumo Gardia ,Camera set-up,Yes,,Yes,,,,C134a,,,"Primary forest, High primary with understory ",The camera was set up on a hill top ,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-22 15.31.43.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-22 15.31.59.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-22 15.33.30.jpg,11/22/2025,3:30:30 PM,"7.1252958,-10.2636387",29,https://drive.google.com/uc?id=1xYqJO1lm7ENY7uIB1qp_VRX-rlUOhxVZ,https://drive.google.com/uc?id=1dbhvzUxdWFHmN-3rQrxf98gfVG9jiIkt,https://drive.google.com/uc?id=1IB-LYTtLMlWcrcm-OlEcBTjaNz9ESkCy,VzkwZ2dhVXRTYlQ2cWJpRUxTJWk
Site B11,C066,STS/MML/HLW/ASN,Richard Kolubah ,Camera set-up,Yes,,Yes,,,,C066a,,,"Primary forest, Hillside, High primary with understory ",The camera was set up about 70m away from a swamp on a slope.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-24 13.14.07.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-24 13.14.30.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2025-11-24 13.15.56.jpg,11/24/2025,1:12:30 PM,"7.1244964,-10.2461332",30,https://drive.google.com/uc?id=16E_UPcC618qHlte7mip7R4jtU4Bokwxr,https://drive.google.com/uc?id=1DKkTT9CO0t9ymbXE7RuAs4FIl-vpfVYG,https://drive.google.com/uc?id=1Vbq_9BBXS4NEKhEapV2PaYWsZSPc3snW,WGtSMEFzS3hqSk4qSSstQj5RZXA
