Site ID?,Camera or song meter ID?,Checked by?,Assistants?,What are you doing?,Have you taken a waypoint on your GPS?,Song meter set up correctly? ,Camera date and time correct? ,Photos / videos taken by camera?,Battery Status?,SD card swapped? ,New SD card ID?,ID of SD card in camera?,SD card taken? ,Habitat type?,Notes / Comments,Photo of SD card ID,Photo of camera or song meter ID,Photo of camera or song meter set-up,Date,Time,Location,Entry_ID,Photo of SD card ID.http,Photo of camera or song meter ID.http,Photo of camera or song meter set-up.http,__id
PYG HIP ,C145,STS/MML/HLW/ASN/DD/AE,Daniel S. Bondo,Camera set-up,Yes,,Yes,,,,C145a,,,"River, High primary wet",The camera was set on an island on the Dondolo river ,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-15 13.43.47.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-15 13.44.08.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-15 13.44.23.jpg,2/15/2026,1:42:30 PM,"6.9609883,-10.2777017",93,https://drive.google.com/uc?id=18FKG80VwmgwfFV_6EBHAFFwfJ4t_jCwF,https://drive.google.com/uc?id=1GzIfKVCCDH3KF7CIbXF7Uwd0OY4vgoPg,https://drive.google.com/uc?id=1ybDLCJimAqRlQLplTafF2oOjvz22GWFp,XURzT2VdODV6SVVxNFZhWnU5Mlg
PYG HIP,C126,STS/MML/HLW/ASN/DD/AE,Daniel S. Bondo,Camera set-up,Yes,,Yes,,,,C126a,,,"River, High primary wet",The camera was setup on an island on the Dondolo river ,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-15 13.51.17.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-15 13.51.40.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-15 13.51.56.jpg,2/15/2026,1:49:30 PM,"6.9615283,-10.2743267",94,https://drive.google.com/uc?id=1_Sxvk-FDEVJRNU1aIYtf7xlntYjCLc1n,https://drive.google.com/uc?id=1qx_qDTePxDypTmrGvstJJc7ZLnTcjFOE,https://drive.google.com/uc?id=1bb8vy1YDmjkOaVfHfiLEq3JdYrYDojMW,S08rWFFhay0jU0NoSFQtUXdBVTc
PYG HIP,C10,STS/MML/HLW/ASN/DD/AE,Daniel S. Bondo ,Camera set-up,Yes,,Yes,,,,C10a,,,"River, High primary wet",The camera was setup on an island on the Dondolo river ,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-15 13.55.53.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-15 13.56.27.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-15 13.56.40.jpg,2/15/2026,1:54:30 PM,"6.9606217,-10.277965",95,https://drive.google.com/uc?id=1nE-Stl1nTU_Sd07R395AJGeJGYZKvIF2,https://drive.google.com/uc?id=1YoygMFKjIrqLN7caV-1F3eK1xIukcW2A,https://drive.google.com/uc?id=1eXbZOVo97BEe8VAk9osQw6tluP_Ly0V_,TXhuczwqMHUrNiE-JkY4bjdQRmY
PYG HIP ,C092,STS/MML/HLW/EJJ/AKF,Daniel S. Bondo,Camera set-up,Yes,,Yes,,,,C092a,,,"Riparian forest, Swamp, River, Low primary wet",The camera was set up on an island along the Dondolo river on a Hippo track.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 12.26.39.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 12.27.05.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 12.27.33.jpg,2/16/2026,12:19:30 PM,"6.96084,-10.27577",96,https://drive.google.com/uc?id=1UB0ibyHzo5KM_CvSJSXBIZEKLPJiUCbB,https://drive.google.com/uc?id=1qirI9-yMKKh6YElPmoCtVrahcFBIvTg2,https://drive.google.com/uc?id=18eHUxI6qd9MH00jq_D0pqtwR7paezj4F,SVZPJU4jIUA4PilSY0pjKlk0LTc
PYG HIP ,C097,STS/MML/HLW/EJJ/AKF,Daniel S. Bondo ,Camera set-up,Yes,,Yes,,,,C097a,,,"Riparian forest, Swamp, River, Low primary wet",The camera was set up on an island along the Dondolo river on a Hippo track.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 12.39.04.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 12.41.40.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 12.42.37.jpg,2/16/2026,12:36:30 PM,"6.9613383,-10.2763183",97,https://drive.google.com/uc?id=1dpl84U9PAbiLXGtEahRp2bnLSaY-yZYv,https://drive.google.com/uc?id=1csCXssZCsx2gTkCRLEEjM3QDQ54zmAPK,https://drive.google.com/uc?id=1sljnlRZdrsNIrAjxJ0Ok41cY0gYfbZn6,RiU5MTNyKHFDV3J3K2V2MF1DaTE
PYG HIP ,C105,STS/MML/HLW/EJJ/AKF,Daniel S. Bondo ,Camera set-up,Yes,,Yes,,,,C105,,,"Riparian forest, Swamp, River, Low primary wet",The camera was set up on an island along the Dondolo river on a hippo track.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 12.53.01.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 12.53.27.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 12.53.46.jpg,2/16/2026,12:51:30 PM,"6.9607533,-10.2759767",98,https://drive.google.com/uc?id=1RZRPixmq8fxkJ6p-nwIVRgzgpbESabVI,https://drive.google.com/uc?id=1CIMEdXjPZcMjYZGn6yPN5AKbxUd3z7cE,https://drive.google.com/uc?id=1ngpuR8qDnH5mSIpVwfdxKtADWPGUvSGZ,R1pSOyZzRHQ0K1B4aG1Va3dXUEI
PYG HIP ,C028,STS/MML/HLW/EJJ/AKF,Daniel S. Bondo,Camera set-up,Yes,,Yes,,,,C068a,,,"Riparian forest, Swamp, River, Low primary wet",The camera was set up on an island along the Dondolo river on a Hippo track.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 14.12.29.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 14.13.12.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 14.13.36.jpg,2/16/2026,2:08:30 PM,"6.9608067,-10.27876",99,https://drive.google.com/uc?id=1HwMbxRq60csOFaPQRse-qFyxJnmNZ0mF,https://drive.google.com/uc?id=1HIpCPWlc0PzzpLRmroBsE20Q7s0l_GRS,https://drive.google.com/uc?id=1XCuJS_0VnXLOKr3rW-b1CBTGptu2_vaq,TFhzbkUlNHhoRiUoNVdSMTpOQFM
PYG HIP ,C104,STS/MML/HLW/EJJ/AKF,Daniel S. Bondo,Camera set-up,Yes,,Yes,,,,C104a,,,"Riparian forest, Swamp, River, Low primary wet",The camera was set up on an island along the Dondolo river on a possible Hippo track.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 14.27.42.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 14.28.15.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 14.28.43.jpg,2/16/2026,2:24:30 PM,"6.9606894,-10.278962",100,https://drive.google.com/uc?id=1VzWaMCpM2oGQqNTSDcPX6R--miiQuuR-,https://drive.google.com/uc?id=1fpE5iAR7N72YUqsmpw4ozWQKzZgT3w7c,https://drive.google.com/uc?id=1ZNtZXJg9f3V-_AO1tSaJR_Ut7Hnxda51,KlVJZDhdZmU3NTNyQTFkWlZnOCo
PYG HIP ,C135,STS/MML/HLW/EJJ/AKF,Daniel S. Bondo,Camera set-up,Yes,,Yes,,,,C079a,,,"Riparian forest, River, Low primary wet",The camera was set up on an island along the Dondolo river on a possible Hippo track.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 14.50.31.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 14.51.10.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 14.51.33.jpg,2/16/2026,2:39:30 PM,"6.96159,-10.2790517",101,https://drive.google.com/uc?id=1p0wgBK1xJyP2dAFuo1dD-r6drRcj03lf,https://drive.google.com/uc?id=1-yxKtiY-yXwsakNhiGC53WS_QXS-F_PG,https://drive.google.com/uc?id=16VklrOBI465qUeJhJTqUULM0xQoPeJqL,WSg7YnVBTDFOKWNZaWhbRkpZNUw
PYG HIP ,C103,STS/MML/HLW/EJJ/AKF,Daniel S. Bondo ,Camera set-up,Yes,,Yes,,,,C103a,,,"Riparian forest, Swamp, River, Low primary wet",The camera was set up on an island along the Dondolo river on a possible Hippo track.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 15.04.00.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 15.05.10.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 15.06.03.jpg,2/16/2026,3:01:30 PM,"6.9598983,-10.2792933",102,https://drive.google.com/uc?id=12jhn_-N58NvRwse8UAQ1AGBbRl8Q0cuz,https://drive.google.com/uc?id=1dF2gH2Q4ukGE2TEbwnx9ySrCW9qVNi-w,https://drive.google.com/uc?id=1qhQIQkRnyRke0jDSSB7Lu_-ofjEi6Orw,UVFJbkZAOEdyRiFpV10qZXlAaEg
PYG HIP ,C117,STS/MML/HLW/EJJ/AKF,Daniel S. Bondo ,Camera set-up,Yes,,Yes,,,,C117a,,,"Riparian forest, Swamp, River, Low primary wet",The camera was set up on a Hippo track along the Dondolo river.,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 16.00.42.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 16.01.35.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 16.02.02.jpg,2/16/2026,3:59:30 PM,"6.9616033,-10.2760867",103,https://drive.google.com/uc?id=1ukqStYsQjeinjOlzuRnyJHJl5jHScXLD,https://drive.google.com/uc?id=1YzP0MUf69gsSkwQvBa0EVh1nDZN3EYN7,https://drive.google.com/uc?id=1qDCFZr2d-4XY5EZ1aad-3KVqvhEtUkM-,UEBvc1UlYUFxNkdhd2N2VHIhblQ
PYG HIP ,C42,STS/MML/HLW/EJJ/AKF,Daniel S. Bondo ,Camera set-up,Yes,,Yes,,,,C42a,,,"Riparian forest, Swamp, River, Low primary wet",,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 16.13.38.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 16.14.02.jpg,file:///data/user/0/com.luckydroid.droidbase/files/files/-1355676049/2026-02-16 16.14.32.jpg,2/16/2026,4:12:30 PM,"6.9614483,-10.2760233",104,https://drive.google.com/uc?id=16azNlIosgYO1TvXR5T1-ZgX91I_DhyiC,https://drive.google.com/uc?id=17RIxlsD2pMSVDVhZ0PM52A7yDbb8Q_Cr,https://drive.google.com/uc?id=1nt8hAR_T4kfufgjk9czHXbba3Hl_MGaJ,SjBkeklwWztLcT5pdFJiNCoqeUY
